" ";"Instrument";"Test";"QC";"QC lot No.";"Target mean";"Target SD";"SDI";"Number of values";"Bias";"Calculated mean";"Calculated SD";"CV%";"Usage"
"";"C6000-A:E2-1";"TESTOSTERONE";"RIAP L3";"2110EC";"28.400";"2.850";"0.188";"134";"0.019";"28.937";"2.009";"6.944";"Study"
"";"C6000-A:E2-1";"CA 125";"RIAP L3";"2110EC";"183.000";"18.500";"0.257";"139";"0.026";"187.761";"6.109";"3.253";"Study"
"";"C6000-A:E2-2";"PROGESTERONE III";"RIAP L3";"2110EC";"91.600";"9.175";"-0.265";"136";"-0.027";"89.168";"2.519";"2.824";"Study"
"";"C6000-A:E2-2";"SERUM FOLATE III";"RIAP L3";"2110EC";"22.900";"2.750";"0.163";"159";"0.020";"23.348";"1.397";"5.985";"Study"
"";"C6000-A:E1-2";"PROLACTIN";"RIAP L3";"2110EC";"49.914";"4.982";"0.221";"137";"0.022";"51.014";"1.609";"3.153";"Study"
"";"C6000-A:E1-1";"FOLLICLE STIMULATING HORMONE";"RIAP L3";"2110EC";"55.300";"5.550";"0.269";"140";"0.027";"56.794";"2.460";"4.331";"Study"
"";"C6000-A:E1-1";"CA 125";"RIAP L3";"2110EC";"183.000";"18.500";"0.423";"3";"0.043";"190.833";"2.196";"1.151";"Study"
"";"C6000-A:E1-1";"SERUM FOLATE III";"RIAP L3";"2110EC";"22.900";"2.750";"0.335";"1";"0.040";"23.820";"0.000";"0.000";"Study"
"";"C6000-A:E1-1";"FERRITIN";"RIAP L3";"2110EC";"310.000";"31.000";"0.816";"3";"0.082";"335.300";"11.287";"3.366";"Study"
"";"C6000-A:E1-2";"FERRITIN";"RIAP L3";"2110EC";"310.000";"31.000";"0.908";"2";"0.091";"338.150";"16.900";"4.998";"Study"
"";"C6000-A:E1-2";"PROGESTERONE III";"RIAP L3";"2110EC";"91.600";"9.175";"0.190";"3";"0.019";"93.340";"1.564";"1.675";"Study"
"";"C6000-B:C2";"PARACETAMOL 2";"RIAP L2-B";"2107EC";"320.000";"32.000";"0.000";"280";"0.000";"319.991";"15.205";"4.752";"Study"
"";"C6000-B:E3-1";"THYROID STIMULATING HORMONE";"RIAP L2-B";"2107EC";"2.340";"0.235";"0.222";"312";"0.022";"2.392";"0.141";"5.914";"Study"
"";"C6000-B:E3-1";"PROLACTIN";"RIAP L2-B";"2107EC";"29.046";"2.914";"-0.229";"2";"-0.023";"28.380";"0.000";"0.000";"Study"
"";"C6000-B:E3-1";"SEX HORMONE BINDING GLOBULIN";"RIAP L2-B";"2107EC";"39.000";"3.900";"0.046";"2";"0.005";"39.180";"0.000";"0.000";"Study"
"";"C6000-B:E3-1";"DEHYDROEPIANDROSTERONE SULPHAT";"RIAP L2-B";"2107EC";"16.700";"1.650";"-0.388";"1";"-0.038";"16.060";"0.000";"0.000";"Study"
"";"C6000-B:E3-2";"BETA-HCG";"RIAP L3-B";"2110EC";"310.000";"31.000";"-0.510";"144";"-0.051";"294.176";"13.432";"4.566";"Study"
"";"C6000-B:E3-1";"PROLACTIN";"RIAP L3-B";"2110EC";"49.910";"4.982";"0.225";"1";"0.022";"51.030";"0.000";"0.000";"Study"
"";"C6000-B:E3-1";"CARCINOEMBRYONIC AG";"RIAP L3-B";"2110EC";"51.600";"5.150";"0.573";"1";"0.057";"54.550";"0.000";"0.000";"Study"
"";"C6000-B:E3-1";"ALPHA-FETO PROTEIN";"RIAP L3-B";"2110EC";"226.000";"22.000";"0.427";"1";"0.042";"235.400";"0.000";"0.000";"Study"
"";"C6000-A:C1";"PROTEIN URINE";"Ran-Liq 2";"1209UC";"0.140";"0.014";"-0.219";"66";"-0.022";"0.137";"0.010";"7.484";"Study"
"";"C6000-A:C1";"UREA URINE";"Ran-Liq 2";"1209UC";"145.000";"14.500";"0.588";"73";"0.059";"153.532";"25.355";"16.514";"Study"
"";"C6000-B:C2";"CALCIUM URINE";"Ran-Liq 2";"1209UC";"1.950";"0.100";"0.288";"224";"0.015";"1.979";"0.044";"2.219";"Study"
"";"C6000-B:C2";"MAGNESIUM URINE";"Ran-Liq 2";"1209UC";"2.460";"0.250";"0.681";"215";"0.069";"2.630";"0.312";"11.858";"Study"
"";"C6000-B:C2";"INORGANIC PHOSPHATE URINE";"Ran-Liq 2";"1209UC";"8.400";"0.840";"0.398";"213";"0.040";"8.734";"0.213";"2.433";"Study"
"";"C6000-B:C2";"CREATININE URINE";"Ran-Liq 2";"1209UC";"6.860";"0.690";"-0.622";"299";"-0.063";"6.431";"0.168";"2.609";"Study"
"";"C6000-B:C2";"URIC ACID URINE";"Ran-Liq 2";"1209UC";"0.540";"0.050";"0.018";"197";"0.002";"0.541";"0.039";"7.118";"Study"
"";"C6000-B:ISE1";"SODIUM URINE";"Ran-Liq 2";"1209UC";"73.600";"4.400";"-0.664";"241";"-0.040";"70.676";"9.898";"14.005";"Study"
"";"C6000-B:ISE1";"POTASSIUM URINE";"Ran-Liq 2";"1209UC";"29.200";"2.200";"-0.044";"247";"-0.003";"29.103";"0.955";"3.281";"Study"
"";"C6000-B:ISE1";"CHLORIDE URINE";"Ran-Liq 2";"1209UC";"69.600";"5.200";"-0.269";"246";"-0.020";"68.199";"3.002";"4.402";"Study"
"";"C6000-A:C1";"ALBUMIN URINE";"Ran-Liq 2";"1209UC";"24.100";"2.400";"-0.163";"68";"-0.016";"23.709";"2.181";"9.198";"Study"
"";"C6000-A:C1";"CREATININE URINE";"Ran-Liq 2";"1209UC";"6.860";"0.690";"-0.729";"124";"-0.073";"6.357";"0.213";"3.352";"Study"
"";"C6000-B:C2";"UREA URINE";"Ran-Liq 2";"1209UC";"145.000";"14.500";"0.325";"194";"0.032";"149.709";"5.062";"3.381";"Study"
"";"C6000-A:C1";"ALBUMIN URINE";"Ran-Liq 3";"1210UC";"64.100";"6.400";"-0.096";"68";"-0.010";"63.488";"2.041";"3.215";"Study"
"";"C6000-A:C1";"PROTEIN URINE";"Ran-Liq 3";"1210UC";"0.764";"0.077";"0.069";"66";"0.007";"0.769";"0.024";"3.056";"Study"
"";"C6000-A:C1";"UREA URINE";"Ran-Liq 3";"1210UC";"274.000";"27.500";"0.049";"73";"0.005";"275.344";"21.418";"7.779";"Study"
"";"C6000-B:C2";"CALCIUM URINE";"Ran-Liq 3";"1210UC";"2.830";"0.140";"0.476";"224";"0.024";"2.897";"0.073";"2.505";"Study"
"";"C6000-B:C2";"MAGNESIUM URINE";"Ran-Liq 3";"1210UC";"5.130";"0.520";"0.422";"216";"0.043";"5.350";"0.340";"6.355";"Study"
"";"C6000-B:C2";"INORGANIC PHOSPHATE URINE";"Ran-Liq 3";"1210UC";"13.900";"1.400";"0.346";"214";"0.035";"14.385";"0.321";"2.232";"Study"
"";"C6000-B:C2";"URIC ACID URINE";"Ran-Liq 3";"1210UC";"0.870";"0.090";"-0.105";"198";"-0.011";"0.861";"0.040";"4.613";"Study"
"";"C6000-B:ISE1";"SODIUM URINE";"Ran-Liq 3";"1210UC";"167.000";"10.000";"-0.167";"252";"-0.010";"165.329";"12.734";"7.702";"Study"
"";"C6000-B:ISE1";"POTASSIUM URINE";"Ran-Liq 3";"1210UC";"71.000";"5.300";"0.100";"249";"0.007";"71.532";"3.907";"5.462";"Study"
"";"C6000-B:ISE1";"CHLORIDE URINE";"Ran-Liq 3";"1210UC";"170.000";"12.500";"-0.148";"252";"-0.011";"168.146";"6.517";"3.876";"Study"
"";"C6000-B:C2";"UREA URINE";"Ran-Liq 3";"1210UC";"274.000";"27.500";"0.151";"229";"0.015";"278.159";"15.052";"5.411";"Study"
"";"C6000-A:C1";"CREATININE URINE";"Ran-Liq 3";"1210UC";"15.600";"1.550";"-0.704";"119";"-0.070";"14.508";"0.545";"3.757";"Study"
"";"C6000-B:C2";"GLYCATED HAEMOGLOBIN (NGSP)";"PCA1N";"548925";"5.650";"0.170";"0.478";"422";"0.014";"5.731";"0.094";"1.640";"Study"
"";"C6000-B:C2";"RHD3";"PNA1c H";"548925";"5.680";"0.340";"0.019";"344";"0.001";"5.687";"0.144";"2.539";"Study"
"";"C6000-B:C2";"ALBUMIN";"PCCC 1-B";"525027";"31.900";"1.600";"-0.584";"78";"-0.029";"30.965";"0.660";"2.133";"Study"
"";"C6000-B:C2";"ALKALINE PHOSPHATASE";"PCCC 1-B";"525027";"91.500";"7.000";"-0.475";"80";"-0.036";"88.175";"4.505";"5.110";"Study"
"";"C6000-B:C2";"CONJUGATED BILIRUBIN";"PCCC 1-B";"525027";"15.600";"1.000";"-0.126";"354";"-0.008";"15.474";"0.733";"4.739";"Study"
"";"C6000-B:C2";"TOTAL BILIRUBIN";"PCCC 1-B";"525027";"16.200";"1.000";"-0.540";"418";"-0.033";"15.660";"0.751";"4.798";"Study"
"";"C6000-B:C2";"CALCIUM";"PCCC 1-B";"525027";"2.260";"0.090";"-0.439";"393";"-0.017";"2.220";"0.046";"2.089";"Study"
"";"C6000-B:C2";"TOTAL CHOLESTEROL";"PCCC 1-B";"525027";"2.430";"0.120";"-0.259";"76";"-0.013";"2.399";"0.040";"1.686";"Study"
"";"C6000-B:C2";"GLUCOSE";"PCCC 1-B";"525027";"5.740";"0.290";"-0.134";"337";"-0.007";"5.701";"0.121";"2.121";"Study"
"";"C6000-B:C2";"MAGNESIUM";"PCCC 1-B";"525027";"0.791";"0.043";"0.060";"388";"0.003";"0.794";"0.022";"2.725";"Study"
"";"C6000-B:C2";"PHOSPHATE";"PCCC 1-B";"525027";"1.300";"0.070";"-0.178";"366";"-0.010";"1.288";"0.026";"1.988";"Study"
"";"C6000-B:C2";"UREA";"PCCC 1-B";"525027";"6.660";"0.330";"-0.302";"91";"-0.015";"6.560";"0.128";"1.953";"Study"
"";"C6000-B:C2";"CREATININE";"PCCC 1-B";"525027";"87.600";"5.300";"0.260";"762";"0.016";"88.979";"2.124";"2.387";"Study"
"";"C6000-B:ISE1";"SODIUM";"PCCC 1-B";"525027";"115.000";"2.100";"-0.292";"369";"-0.005";"114.388";"1.740";"1.521";"Study"
"";"C6000-B:ISE1";"POTASSIUM";"PCCC 1-B";"525027";"3.640";"0.110";"0.125";"368";"0.004";"3.654";"0.059";"1.601";"Study"
"";"C6000-B:ISE1";"CHLORIDE";"PCCC 1-B";"525027";"87.300";"2.700";"0.330";"368";"0.010";"88.191";"1.554";"1.762";"Study"
"";"C6000-B:C2";"COMPLEMENT C3";"PCCC 1-B";"525027";"0.933";"0.075";"0.541";"212";"0.043";"0.974";"0.030";"3.035";"Study"
"";"C6000-B:C2";"COMPLEMENT C4";"PCCC 1-B";"525027";"0.130";"0.010";"-0.566";"195";"-0.044";"0.124";"0.004";"3.519";"Study"
"";"C6000-B:C2";"HAPTOGLOBIN";"PCCC 1-B";"525027";"0.804";"0.064";"-0.349";"284";"-0.028";"0.782";"0.022";"2.870";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN A";"PCCC 1-B";"525027";"1.510";"0.120";"0.229";"195";"0.018";"1.538";"0.045";"2.907";"Study"
"";"C6000-B:C2";"ALANINE TRANSAMINASE";"PCCC 1-B";"525027";"47.200";"2.800";"-0.657";"311";"-0.039";"45.360";"1.821";"4.014";"Study"
"";"C6000-B:C2";"ASPARTATE TRANSAMINASE";"PCCC 1-B";"525027";"45.900";"2.800";"0.219";"264";"0.013";"46.514";"1.834";"3.943";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN G";"PCCC 1-B";"525027";"7.270";"0.440";"0.255";"193";"0.015";"7.382";"0.212";"2.878";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN M";"PCCC 1-B";"525027";"0.625";"0.050";"0.760";"199";"0.061";"0.663";"0.033";"4.925";"Study"
"";"C6000-B:C2";"GAMMA-GLUTAMYL TRANSFERASE";"PCCC 1-B";"525027";"55.800";"3.300";"-0.308";"291";"-0.018";"54.784";"1.620";"2.958";"Study"
"";"C6000-B:C2";"LACTATE";"PCCC 1-B";"525027";"1.800";"0.110";"-0.359";"231";"-0.022";"1.760";"0.052";"2.952";"Study"
"";"C6000-B:C2";"LACTATE DEHYDROGENASE";"PCCC 1-B";"525027";"175.000";"11.000";"0.031";"256";"0.002";"175.336";"4.480";"2.555";"Study"
"";"C6000-B:C2";"TOTAL PROTEIN";"PCCC 1-B";"525027";"48.100";"1.900";"-0.272";"277";"-0.011";"47.584";"0.915";"1.924";"Study"
"";"C6000-B:C2";"C-REACTIVE PROTEIN";"PCCC 1-B";"525027";"8.760";"0.600";"0.009";"261";"0.001";"8.765";"0.355";"4.046";"Study"
"";"C6000-B:C2";"URIC ACID";"PCCC 1-B";"525027";"0.285";"0.014";"0.140";"255";"0.007";"0.287";"0.006";"2.063";"Study"
"";"C6000-B:C2";"LITHIUM";"PCCC 1-B";"525027";"0.935";"0.037";"-0.717";"243";"-0.028";"0.908";"0.040";"4.370";"Study"
"";"C6000-B:C2";"ALPHA 1-ANTITRYPSIN";"PCCC 1-B";"525027";"0.802";"0.060";"-0.004";"231";"0.000";"0.802";"0.024";"3.023";"Study"
"";"C6000-B:C2";"APOPROTEIN A";"PCCC 1-B";"525027";"1.100";"0.090";"0.212";"98";"0.017";"1.119";"0.049";"4.366";"Study"
"";"C6000-B:C2";"APOPROTEIN B";"PCCC 1-B";"525027";"0.481";"0.030";"-0.345";"93";"-0.022";"0.471";"0.024";"5.087";"Study"
"";"C6000-A:ISE1";"SODIUM";"PCCC 1";"525027";"115.000";"2.100";"-0.526";"106";"-0.010";"113.896";"1.788";"1.570";"Study"
"";"C6000-A:ISE1";"POTASSIUM";"PCCC 1";"525027";"3.640";"0.110";"0.087";"106";"0.003";"3.650";"0.060";"1.654";"Study"
"";"C6000-A:ISE1";"CHLORIDE";"PCCC 1";"525027";"87.300";"2.700";"-0.070";"106";"-0.002";"87.111";"1.403";"1.611";"Study"
"";"C6000-A:C1";"ALBUMIN";"PCCC 1";"525027";"31.900";"1.600";"-0.186";"407";"-0.009";"31.602";"0.912";"2.886";"Study"
"";"C6000-A:C1";"ALKALINE PHOSPHATASE";"PCCC 1";"525027";"91.500";"7.000";"-0.155";"92";"-0.012";"90.413";"4.201";"4.647";"Study"
"";"C6000-A:C1";"CONJUGATED BILIRUBIN";"PCCC 1";"525027";"15.200";"1.300";"-0.198";"393";"-0.017";"14.943";"0.954";"6.381";"Study"
"";"C6000-A:C1";"TOTAL BILIRUBIN";"PCCC 1";"525027";"16.200";"1.000";"-0.429";"451";"-0.026";"15.771";"0.882";"5.593";"Study"
"";"C6000-A:C1";"CALCIUM";"PCCC 1";"525027";"2.240";"0.090";"-0.032";"409";"-0.001";"2.237";"0.040";"1.801";"Study"
"";"C6000-A:C1";"TOTAL CHOLESTEROL";"PCCC 1";"525027";"2.430";"0.120";"-0.434";"93";"-0.021";"2.378";"0.056";"2.353";"Study"
"";"C6000-A:C1";"GLUCOSE";"PCCC 1";"525027";"5.740";"0.290";"0.067";"360";"0.003";"5.759";"0.118";"2.048";"Study"
"";"C6000-A:C1";"MAGNESIUM";"PCCC 1";"525027";"0.791";"0.032";"0.019";"417";"0.001";"0.792";"0.019";"2.373";"Study"
"";"C6000-A:C1";"PHOSPHATE";"PCCC 1";"525027";"1.300";"0.070";"-0.150";"417";"-0.008";"1.290";"0.038";"2.974";"Study"
"";"C6000-A:C1";"TOTAL PROTEIN";"PCCC 1";"525027";"48.100";"1.900";"-0.023";"408";"-0.001";"48.055";"0.776";"1.616";"Study"
"";"C6000-A:C1";"UREA";"PCCC 1";"525027";"6.660";"0.330";"-0.073";"95";"-0.004";"6.636";"0.127";"1.915";"Study"
"";"C6000-A:C1";"CREATININE";"PCCC 1";"525027";"88.500";"5.300";"0.169";"979";"0.010";"89.396";"2.049";"2.292";"Study"
"";"C6000-A:C1";"IRON";"PCCC 1";"525027";"19.600";"1.200";"0.243";"401";"0.015";"19.892";"0.654";"3.288";"Study"
"";"C6000-A:C1";"URIC ACID";"PCCC 1";"525027";"0.285";"0.014";"0.314";"357";"0.015";"0.289";"0.006";"2.198";"Study"
"";"C6000-A:C1";"ALANINE TRANSAMINASE";"PCCC 1";"525027";"47.200";"2.800";"-0.468";"329";"-0.028";"45.889";"1.346";"2.932";"Study"
"";"C6000-A:C1";"ASPARTATE TRANSAMINASE";"PCCC 1";"525027";"45.900";"2.800";"-0.143";"307";"-0.009";"45.498";"1.101";"2.420";"Study"
"";"C6000-A:C1";"TRANSFERRIN";"PCCC 1";"525027";"1.980";"0.120";"0.282";"365";"0.017";"2.014";"0.061";"3.040";"Study"
"";"C6000-A:C1";"GAMMA-GLUTAMYL TRANSFERASE";"PCCC 1";"525027";"55.800";"3.300";"-0.212";"311";"-0.013";"55.100";"1.150";"2.087";"Study"
"";"C6000-A:C1";"LACTATE DEHYDROGENASE";"PCCC 1";"525027";"175.000";"11.000";"-0.131";"321";"-0.008";"173.555";"5.216";"3.006";"Study"
"";"C6000-A:C1";"LIPASE";"PCCC 1";"525027";"45.300";"2.700";"-0.342";"338";"-0.020";"44.378";"1.574";"3.547";"Study"
"";"C6000-A:C1";"HDL CHOLESTEROL";"PCCC 1";"525027";"0.762";"0.061";"0.038";"283";"0.003";"0.764";"0.024";"3.124";"Study"
"";"C6000-A:C1";"CREATINE KINASE Gen 2";"PCCC 1";"525027";"154.000";"9.000";"-0.499";"289";"-0.029";"149.512";"3.228";"2.159";"Study"
"";"C6000-A:C1";"C-REACTIVE PROTEIN";"PCCC 1";"525027";"8.760";"0.600";"0.082";"321";"0.006";"8.809";"0.286";"3.247";"Study"
"";"C6000-A:C1";"TRIGLYCERIDE";"PCCC 1";"525027";"1.320";"0.070";"0.436";"341";"0.023";"1.350";"0.047";"3.507";"Study"
"";"C6000-A:C1";"ALANINE TRANSAMINASE";"s-PCCC 1";"525027";"47.200";"2.800";"0.091";"47";"0.005";"47.455";"1.308";"2.757";"Study"
"";"C6000-A:C1";"ASPARTATE TRANSAMINASE";"s-PCCC 1";"525027";"45.900";"2.800";"0.036";"43";"0.002";"46.000";"0.926";"2.012";"Study"
"";"C6000-A:C1";"GAMMA-GLUTAMYL TRANSFERASE";"s-PCCC 1";"525027";"55.800";"3.300";"-0.178";"52";"-0.011";"55.212";"1.903";"3.447";"Study"
"";"C6000-A:C1";"LACTATE DEHYDROGENASE";"s-PCCC 1";"525027";"175.000";"11.000";"0.010";"47";"0.001";"175.106";"1.992";"1.137";"Study"
"";"C6000-A:C1";"LIPASE";"s-PCCC 1";"525027";"45.300";"2.700";"-0.585";"47";"-0.035";"43.721";"1.009";"2.308";"Study"
"";"C6000-A:C1";"HDL CHOLESTEROL";"s-PCCC 1";"525027";"0.762";"0.061";"0.367";"39";"0.029";"0.784";"0.017";"2.145";"Study"
"";"C6000-A:C1";"CREATINE KINASE Gen 2";"s-PCCC 1";"525027";"154.000";"9.000";"-0.485";"44";"-0.028";"149.636";"1.672";"1.117";"Study"
"";"C6000-A:C1";"TRANSFERRIN";"s-PCCC 1";"525027";"1.980";"0.120";"-0.218";"54";"-0.013";"1.954";"0.065";"3.332";"Study"
"";"C6000-A:C1";"C-REACTIVE PROTEIN";"s-PCCC 1";"525027";"9.050";"0.600";"-0.408";"48";"-0.027";"8.805";"0.241";"2.740";"Study"
"";"C6000-A:C1";"TRIGLYCERIDE";"s-PCCC 1";"525027";"1.320";"0.070";"0.297";"52";"0.016";"1.341";"0.030";"2.249";"Study"
"";"C6000-A:ISE1";"SODIUM";"s-PCCC 1";"525027";"115.000";"2.100";"-0.273";"588";"-0.005";"114.427";"1.847";"1.614";"Study"
"";"C6000-A:ISE1";"POTASSIUM";"s-PCCC 1";"525027";"3.640";"0.110";"0.043";"597";"0.001";"3.645";"0.070";"1.915";"Study"
"";"C6000-A:ISE1";"CHLORIDE";"s-PCCC 1";"525027";"87.300";"2.700";"0.094";"595";"0.003";"87.555";"1.913";"2.184";"Study"
"";"C6000-A:C1";"ALKALINE PHOSPHATASE";"s-PCCC 1";"525027";"91.500";"7.000";"-0.060";"520";"-0.005";"91.083";"4.835";"5.308";"Study"
"";"C6000-A:C1";"TOTAL CHOLESTEROL";"s-PCCC 1";"525027";"2.430";"0.120";"-0.049";"521";"-0.002";"2.424";"0.059";"2.454";"Study"
"";"C6000-A:C1";"UREA";"s-PCCC 1";"525027";"6.660";"0.330";"0.146";"546";"0.007";"6.708";"0.178";"2.652";"Study"
"";"C6000-B:C2";"TOTAL PROTEIN";"s-PCCC 1-B";"525027";"48.100";"1.900";"-0.213";"42";"-0.008";"47.695";"0.534";"1.120";"Study"
"";"C6000-B:C2";"ALANINE TRANSAMINASE";"s-PCCC 1-B";"525027";"47.200";"2.800";"-0.393";"46";"-0.023";"46.100";"0.705";"1.530";"Study"
"";"C6000-B:C2";"ASPARTATE TRANSAMINASE";"s-PCCC 1-B";"525027";"45.900";"2.800";"0.164";"38";"0.010";"46.361";"1.047";"2.259";"Study"
"";"C6000-B:C2";"GAMMA-GLUTAMYL TRANSFERASE";"s-PCCC 1-B";"525027";"55.800";"3.300";"-0.081";"47";"-0.005";"55.532";"0.776";"1.397";"Study"
"";"C6000-B:C2";"LACTATE";"s-PCCC 1-B";"525027";"1.800";"0.110";"-0.419";"33";"-0.026";"1.754";"0.027";"1.548";"Study"
"";"C6000-B:C2";"LACTATE DEHYDROGENASE";"s-PCCC 1-B";"525027";"175.000";"11.000";"-0.021";"39";"-0.001";"174.769";"2.670";"1.528";"Study"
"";"C6000-B:C2";"C-REACTIVE PROTEIN";"s-PCCC 1-B";"525027";"9.050";"0.600";"-0.532";"41";"-0.035";"8.731";"0.181";"2.074";"Study"
"";"C6000-B:C2";"HAPTOGLOBIN";"s-PCCC 1-B";"525027";"0.804";"0.064";"-0.613";"43";"-0.049";"0.765";"0.009";"1.216";"Study"
"";"C6000-B:C2";"URIC ACID";"s-PCCC 1-B";"525027";"0.285";"0.014";"0.083";"38";"0.004";"0.286";"0.003";"1.104";"Study"
"";"C6000-B:C2";"APOPROTEIN A";"s-PCCC 1-B";"525027";"1.100";"0.090";"-0.396";"12";"-0.032";"1.064";"0.043";"4.050";"Study"
"";"C6000-B:C2";"APOPROTEIN B";"s-PCCC 1-B";"525027";"0.481";"0.038";"-0.432";"12";"-0.034";"0.465";"0.006";"1.247";"Study"
"";"C6000-B:C2";"COMPLEMENT C3";"s-PCCC 1-B";"525027";"0.933";"0.075";"0.371";"30";"0.030";"0.961";"0.015";"1.612";"Study"
"";"C6000-B:C2";"COMPLEMENT C4";"s-PCCC 1-B";"525027";"0.130";"0.010";"-0.889";"27";"-0.068";"0.121";"0.003";"2.212";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN A";"s-PCCC 1-B";"525027";"1.510";"0.120";"0.164";"29";"0.013";"1.530";"0.034";"2.254";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN G";"s-PCCC 1-B";"525027";"7.270";"0.440";"0.380";"32";"0.023";"7.437";"0.256";"3.439";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN M";"s-PCCC 1-B";"525027";"0.625";"0.050";"0.282";"28";"0.023";"0.639";"0.023";"3.603";"Study"
"";"C6000-B:C2";"LITHIUM";"s-PCCC 1-B";"525027";"0.912";"0.036";"0.755";"37";"0.030";"0.939";"0.025";"2.613";"Study"
"";"C6000-B:C2";"ALPHA 1-ANTITRYPSIN";"s-PCCC 1-B";"525027";"0.802";"0.060";"0.004";"36";"0.000";"0.802";"0.014";"1.738";"Study"
"";"C6000-B:C2";"ALBUMIN";"s-PCCC 1-B";"525027";"31.900";"1.600";"-0.067";"488";"-0.003";"31.792";"1.012";"3.183";"Study"
"";"C6000-B:C2";"ALKALINE PHOSPHATASE";"s-PCCC 1-B";"525027";"91.500";"7.000";"-0.153";"484";"-0.012";"90.426";"4.361";"4.822";"Study"
"";"C6000-B:C2";"TOTAL CHOLESTEROL";"s-PCCC 1-B";"525027";"2.430";"0.120";"0.020";"505";"0.001";"2.432";"0.048";"1.970";"Study"
"";"C6000-B:ISE1";"SODIUM";"s-PCCC 1-B";"525027";"115.000";"2.100";"-0.277";"560";"-0.005";"114.418";"1.791";"1.565";"Study"
"";"C6000-B:ISE1";"POTASSIUM";"s-PCCC 1-B";"525027";"3.640";"0.110";"-0.012";"565";"0.000";"3.639";"0.067";"1.833";"Study"
"";"C6000-B:ISE1";"CHLORIDE";"s-PCCC 1-B";"525027";"87.300";"2.700";"0.414";"565";"0.013";"88.418";"1.567";"1.773";"Study"
"";"C6000-B:C2";"UREA";"s-PCCC 1-B";"525027";"6.660";"0.330";"0.357";"530";"0.018";"6.778";"0.181";"2.666";"Study"
"";"C6000-B:C2";"COMPLEMENT C3";"PCCC 2-B";"519198";"1.570";"0.130";"0.142";"248";"0.012";"1.588";"0.062";"3.932";"Study"
"";"C6000-B:C2";"COMPLEMENT C4";"PCCC 2-B";"519198";"0.224";"0.018";"-0.315";"231";"-0.025";"0.218";"0.007";"3.090";"Study"
"";"C6000-B:C2";"HAPTOGLOBIN";"PCCC 2-B";"519198";"1.240";"0.100";"-0.191";"332";"-0.015";"1.221";"0.036";"2.940";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN A";"PCCC 2-B";"519198";"2.420";"0.190";"0.202";"228";"0.016";"2.458";"0.060";"2.422";"Study"
"";"C6000-B:C2";"ALANINE TRANSAMINASE";"PCCC 2-B";"519198";"120.000";"7.000";"-0.548";"365";"-0.032";"116.165";"4.581";"3.943";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN G";"PCCC 2-B";"519198";"11.800";"0.700";"0.201";"226";"0.012";"11.940";"0.318";"2.662";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN M";"PCCC 2-B";"519198";"1.040";"0.080";"0.628";"236";"0.048";"1.090";"0.040";"3.663";"Study"
"";"C6000-B:C2";"GAMMA-GLUTAMYL TRANSFERASE";"PCCC 2-B";"519198";"225.000";"14.000";"-0.256";"337";"-0.016";"221.421";"6.641";"2.999";"Study"
"";"C6000-B:C2";"LACTATE";"PCCC 2-B";"519198";"3.810";"0.230";"0.035";"271";"0.002";"3.818";"0.105";"2.754";"Study"
"";"C6000-B:C2";"LACTATE DEHYDROGENASE";"PCCC 2-B";"519198";"310.000";"19.000";"0.144";"295";"0.009";"312.736";"9.699";"3.101";"Study"
"";"C6000-B:C2";"TOTAL PROTEIN";"PCCC 2-B";"519198";"77.800";"3.100";"-0.164";"327";"-0.007";"77.293";"1.561";"2.019";"Study"
"";"C6000-B:C2";"C-REACTIVE PROTEIN";"PCCC 2-B";"519198";"50.890";"3.600";"0.123";"316";"0.009";"51.332";"1.669";"3.251";"Study"
"";"C6000-B:C2";"URIC ACID";"PCCC 2-B";"519198";"0.576";"0.029";"0.287";"300";"0.014";"0.584";"0.012";"2.009";"Study"
"";"C6000-B:C2";"LITHIUM";"PCCC 2-B";"519198";"1.800";"0.070";"-0.092";"276";"-0.004";"1.794";"0.056";"3.096";"Study"
"";"C6000-B:C2";"ALBUMIN";"PCCC 2-B";"519198";"50.200";"3.000";"-0.074";"9";"-0.004";"49.978";"0.429";"0.859";"Study"
"";"C6000-B:C2";"ALKALINE PHOSPHATASE";"PCCC 2-B";"519198";"248.000";"15.000";"-0.760";"10";"-0.046";"236.600";"5.038";"2.129";"Study"
"";"C6000-B:C2";"CONJUGATED BILIRUBIN";"PCCC 2-B";"519198";"41.900";"3.500";"0.208";"328";"0.017";"42.629";"2.105";"4.937";"Study"
"";"C6000-B:C2";"TOTAL BILIRUBIN";"PCCC 2-B";"519198";"61.800";"3.700";"-0.478";"397";"-0.029";"60.030";"2.908";"4.845";"Study"
"";"C6000-B:C2";"CALCIUM";"PCCC 2-B";"519198";"3.380";"0.140";"-0.214";"371";"-0.009";"3.350";"0.193";"5.748";"Study"
